Timestamp,1) What is your age in years?,2) What is your gender?,3) For which company you are currently working?,4) Which of the following disciplines best describes your job role?,5)In which country you are currently working?,"6) How long have you been working professionally, including your current job? Please enter number in years.",7)  How long have you analyzed the data? Please enter number in years.,8) What is the highest degree you have been completed?,9) What is your educational background. (required)*,10) Have you ever attend any workshop? Please specify the name.,11) Why you choose a Data Scientist job.(Motivation behind choosing data science),12) Please check all that apply. (required)*,"13)	Please rank your skills [Algorithms (ex: computational complexity, CS theory)]","13)	Please rank your skills [Back-End Programming (ex: JAVA/Rails/.NET)]","13)	Please rank your skills [Bayesian/Monte-Carlo Statistics (ex: MCMC, BUGS)]","13)	Please rank your skills [Big and Distributed Data (ex: Hadoop, HBase, Cosmos, Map/Reduce)]","13)	Please rank your skills [Business (ex: management, business development, budgeting)]","13)	Please rank your skills [Classical Statistics (ex: general linear model, ANOVA)]","13)	Please rank your skills [Data Manipulation (ex: regexes, R, SAS, web scraping)]","13)	Please rank your skills [Front-End Programming (ex: JavaScript, HTML, CSS, ASP)]","13)	Please rank your skills [Graphical Models (ex: social networks, Bayes networks)]","13)	Please rank your skills [Machine Learning (ex: decision trees, neural nets, SVM, clustering)]","13)	Please rank your skills [Math (ex: linear algebra, real analysis, calculus)]","13)	Please rank your skills [Optimization (ex: linear, integer, convex, global)]","13)	Please rank your skills [Product Development (ex: design, project management)]","13)	Please rank your skills [Science (ex: experimental design, technical writing/publishing)]","13)	Please rank your skills [Simulation (ex: discrete, agent-based, continuous)]","13)	Please rank your skills [Spatial Statistics (ex: geographic covariates, GIS)]","13)	Please rank your skills [Structured Data (ex: SQL, JSON, XML)]","13)	Please rank your skills [Surveys and Marketing (ex: multinomial modeling)]","13)	Please rank your skills [Systems Administration (ex: *nix, DBA, cloud tech.)]","13)	Please rank your skills [Temporal Statistics (ex: forecasting, time-series analysis)]","13)	Please rank your skills [Unstructured Data (ex: noSQL, text mining)]","13)	Please rank your skills [Visualization (ex: statistical graphics, mapping, web-based viz)]","14.1)In week how many hours you spend on ""Query databases for existing data"".","14.2)In week how many hours you spend on  ""Build platforms to collect data and/or instrument code to gather data""","14.3)In week how many hours you spend on  ""Prepare data: manipulating the data to fit your analytic needs, e.g., data merging, cleaning, data shaping""","14.4)In week how many hours you spend on  ""Analyze data: statistics, machine learning, data mining, etc""","14.5)In week how many hours you spend on  ""Experiment: build capability and/or run experiments to test alternative designs""","14.6)In week how many hours you spend on  ""Validate insight: check that analysis results are correct""","14.7)In week how many hours you spend on  ""Disseminate insight: prepare presentations, write reports, create visualizations""","14.7)In week how many hours you spend on  ""Engage with others about data and analysis: attend meetings, brown bags, etc.""","14.8)In week how many hours you spend on  ""Operationalize insight: operationalize models, define automated actions, triggers based on models""","14.9)In week how many hours you spend on  ""Act on insight: make decision based on data""","14.10)In week how many hours you spend on  ""Other work activities related to data science""","14.11)In week how many hours you spend on  ""Other work activities not related to data science""","15)	Let us know if any important activity we miss in previous question [14].",16)  What tools do you use for your data science tasks?,17) What challenges do you frequently face when doing data science?,"18) How could your education background can help you in data science field?For example , i am with a computer science background and it will help in programming.","19) which sort of problem you face in your job with your educational background ?For example , i am Statistician and i face difficulty in programming.","20)Do you have access to the following data? [Business data (e.g., purchases, transactions)]","20)Do you have access to the following data? [Customer usage of the product (e.g., SQMdata, feature usage, game play data)]","20)Do you have access to the following data? [Execution behavior of the product (e.g.,crashes, performance data, load balancing)]","20)Do you have access to the following data? [Engineering data of the product (e.g., check-ins, work items, code reviews)]",21) Which of the following standard framework your teams use for gathering data? Check all that apply.,22) How we can improve this Survey?
2019/07/12 12:34:44 pm GMT+5,25,Male,Code Informatics,Data & Applied Science,Asia: Pakistan,1,1,Bachelor's degree (3 or 4 year university),Computer Science,Block Chain,Data Science in interdisciplinary and involves prediction,I analyze product and customer data.,2,1,2,3,2,2,2,2,2,3,2,1,2,2,2,2,3,3,3,3,3,3,30,15,20,10,5,6,5,8,0,3,10,8,,R;SQL;Excel;Office BI;Python;Hadoop,"Un Strucutred data, Real time analytics","Computer Science (Strong, Analytical, Statistically concepts )",Computer science and feel difficulty in mathematics,Yes,Don't Know,Yes,Yes,Windows Events;Other:,
2019/07/12 12:37:46 pm GMT+5,23,Male,Code Informatics,Data & Applied Science,Asia: Pakistan,2,1.5,Bachelor's degree (3 or 4 year university),Computer Science,Machine Learning using python,Motivation,I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders,4,3,2,2,3,4,5,2,3,4,4,3,3,2,1,1,3,1,2,3,4,4,7,8,3,2,2,1,1,4,1,1,8,15,,"Matlab;SQL;Excel;C, C++, C#;Python",Gathering,I Have a cs background and have related knowledge during studies,nothing,Yes,No,Yes,Don't Know,Windows Events;Other:,very large make it simple and too much questions asked
2019/07/12 1:22:09 pm GMT+5,21,Male,CNCD,Data & Applied Science,Asia: Pakistan,1,1,Master's Degree (graduate degree),Computer Science,No,Looks a growing field,I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data,3,4,3,2,3,3,4,3,3,4,4,4,3,3,3,1,4,3,3,4,4,5,30,8,16,4,4,9,8,2,0,5,1,1,,SPSS;SQL;Excel;Python,Data management ,In programming and statistics ,None,No,Yes,Yes,No,I don't know,
2019/07/12 1:49:21 pm GMT+5,23,Male,KEIV Technologies,Data & Applied Science,Nepal,1,2,Bachelor's degree (3 or 4 year university),Computer Science,No,Because it is cool to understand data.,I analyze product and customer data.;I build predictive models from the data;I communicate results and insights to business leaders;I manage one or more data scientists,3,2,3,1,1,5,5,4,4,4,4,2,2,3,2,2,3,2,1,2,3,4,10,18,24,13,10,5,4,4,2,7,3,5,,R;Matlab;SQL;Excel;Python,Data cleaning,I am with a computer science so it helps is programming as yours.,I am programmer so I face difficulty in marketing and surveys.,Yes,Yes,Yes,No,Other:,
2019/07/12 2:02:41 pm GMT+5,27,Male,Boston Consulting Group,Data & Applied Science,Asia: India,3,3,Master's Degree (graduate degree),Economics,NA,Love for statistics,I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists,5,1,4,1,4,5,5,2,2,5,5,4,3,3,2,1,5,5,2,5,4,4,5,5,10,5,5,5,1,1,1,1,0,0,,R;SQL;Excel;Python,Getting reliable dataset,"I am Statistician, which helps me in understanding the Maths behind the models.",Software design,Yes,Yes,No,No,I don't know,
2019/07/12 2:55:06 pm GMT+5,32,Male,Thai-Nichi ,Data & Applied Science,Thailand ,8,8,PhD (graduate degree),Computer Science,Deep learning and AI winter school Bangkok,I wanted to be in IT but not in traditional software support or development. I wanted to create something. ,I build predictive models from the data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists,5,3,4,3,3,5,4,5,5,5,5,4,3,5,2,1,4,3,3,4,5,5,5,7,15,5,8,4,1,2,1,2,4,5,Learning new advancements in data science and development library ,Matlab;Excel;Python;MongoDB,Unclean data,I have done PhD and data science is my research interest. ,I face problem with mathematical modeling and validation. ,Yes,Don't Know,Yes,Yes,I don't know,Depends on your survey objective 
2019/07/12 4:00:01 pm GMT+5,24,Male,National Central University,Software Engineering.,Asia: Taiwan,2,1,Master's Degree (graduate degree),Computer Science,None,Thesis,I build predictive models from the data,2,5,5,5,5,5,4,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,0.5,16,16,16,16,16,8,0,0,0,16,16,,Python,Have no idea about my model works badly.,I am with a computer science background and it will help in programming.,I am computer science guy and face difficulty in model optimization.,No,No,No,No,Other:,The meaning of number in ranking part.
2019/07/12 7:41:29 pm GMT+5,34,Male,uthm,Other:,Malaysia,13,3,Master's Degree (graduate degree),Computer Science,No,PHD studies,I analyze product and customer data.;I build predictive models from the data,3,4,3,2,1,1,3,5,1,4,1,1,3,3,1,1,3,1,1,1,4,1,15,5,10,10,10,10,10,10,10,10,10,10,10,SQL;Python,math,programming skills earned ,math prob im but a programmer,No,No,No,No,Other:,no comment
2019/07/12 8:44:00 pm GMT+5,26,Male,Walmart Lane,Data & Applied Science,Asia: India,5,5,Bachelor's degree (3 or 4 year university),Computer Science,No,Data and cater data driven decisions,"I analyze product and customer data.;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I communicate results and insights to business leaders;I manage one or more data scientists",2,1,1,3,4,4,4,1,1,4,4,2,4,2,1,2,4,2,2,2,2,4,20,10,20,20,10,10,10,10,5,10,10,10,,SQL;Python,"Implement the PoC on a large scale data, to make it production ready",Python and Stat fundamentals are clear as I came from Computer Engineering.,Advanced Statistics and Algebra/Calculus. ,Yes,Yes,Yes,Yes,Other:,
2019/07/12 9:33:54 pm GMT+5,28,Male,Freelancer,Software Engineering.,Asia: India,2,2,Master's Degree (graduate degree),Computer Science,Datacamp,"New technology , high demand and good salary",I analyze product and customer data.;I build predictive models from the data;I add logging code or other instrumentation to a system to collect the data required for my analysis,1,1,3,2,2,2,2,1,2,2,2,3,3,3,3,4,1,4,2,4,2,3,10,8,8,8,6,6,6,4,4,4,6,12, None,R;SQL;Excel;Azure ML;Python,Various challenges but handle it,I am computer science engineer and good learner computer programming language,Various problem but i handle it.,Yes,Yes,Yes,Yes,Windows Events;RAC;Azure Event Hub;Azure MDS,Some more question
2019/07/13 5:46:02 am GMT+5,37,Female,CoreData,Data & Applied Science,Philippines,15,7,Bachelor's degree (3 or 4 year university),Statistics,YES,It's the natural path from my uni course - Statistics,I analyze product and customer data.;I communicate results and insights to business leaders;I manage one or more data scientists,1,1,1,1,4,4,2,1,1,1,3,2,4,3,1,1,1,5,1,2,1,3,1,8,8,8,1,24,8,8,0,8,30,10,,SPSS;Excel,Leading an analyst team with non-stat/data science background,My stat background helps me with statistical concepts,Same as the example given. I'm not that keen in programming,Yes,No,No,No,I don't know,
2019/07/13 9:11:46 am GMT+5,26,Male,Freelancer,Data & Applied Science,Asia: India,0.8,0.6,Bachelor's degree (3 or 4 year university),Engineering,No,Coding,I analyze product and customer data.;I build predictive models from the data,2,1,1,1,3,3,3,2,3,3,3,2,2,2,1,1,3,1,1,3,2,3,30,14,30,30,30,30,30,30,30,30,30,30,No,R;SPSS;SQL;Excel;Python,Cleaning and manipulation,I am an electronic engineer i have built robots which could help me apply AI in robots. ,Not any problem,Yes,Yes,No,No,Other:,Don't neet to. Its good
2019/07/13 10:04:28 am GMT+5,20,Male,DataInsight,Data & Applied Science,Asia: India,1,1,Secondary school degree (high school) or less,Computer Science,Quant Workshop,I love Mathematics and data.,I build predictive models from the data,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,2,1,2,9,5,20,20,15,4,30,1,3,3,15,50,How well-defined is your predicted output after creating the model?,R;Matlab;Python,"I am still in learning phase. So, for me every topic is a challenge. However, I work slowly and diligently to ensure that I learn each topic to fullest.","I am currently a sophomore with a background in Computer Science. I love to solve problems whatever be it's type. I know data science is all about creating impact in organization, company, even self too. So, as a computer science student, whatever skills I am learning related to programming languages, soft skills definitely develop the trait to be a good data scientist in me.",I am little worried about my coding efficiency while working with Data Science.,Don't Know,Don't Know,Don't Know,No,I don't know,"Well, this survey is already at a benchmark. However, I would definitely recommend to add what sort of data science projects have you already accomplished, and what did you learn from it?"
2019/07/13 11:12:18 am GMT+5,27,Male,Uber,Data & Applied Science,"Dubai,UAE",7,7,Master's Degree (graduate degree),Computer Science,Strata Data Conference,I am currently working as data scientist. i love to play with data.,"I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders",4,1,4,4,2,4,4,1,4,4,4,4,3,3,4,3,4,3,2,4,3,4,5,5,15,14,2,4,4,2,3,5,3,2,NO,R;SQL;Python;Scala,Its a new domain for me so understanding business is first task as without understanding you cannot apply data science,"Computer science helped in programming , statistics helped in data science",You have learning attitude you can learn at any point ,Yes,Yes,Yes,Yes,Other:,
2019/07/13 12:59:36 pm GMT+5,30,Female,techm,Software Engineering.,Asia: India,13,5,Master's Degree (graduate degree),Computer Science,no,interest,"I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists",2,5,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,12,22,6,2,2,2,2,3,3,2,1,1,,R;SPSS;SQL;Excel;Office BI;Azure ML;Python,na,na,na,Yes,Yes,Yes,Yes,Azure Event Hub;Azure MDS,na
2019/07/13 1:19:28 pm GMT+5,25,Female,Tcsl,Software Engineering.,Asia: India,3,2,Master's Degree (graduate degree),Computer Science,No,Allows me to discover undiscovered analysis,I analyze product and customer data.;I build data engineering platforms to collect and process a large quantity of data,4,4,3,3,3,4,3,4,4,4,3,3,3,3,3,3,4,3,4,3,4,3,10,7,3,6,8,3,4,2,4,4,5,4,,"Matlab;SQL;Excel;C, C++, C#;Python",No,I did my masters research project in machine learning that helped me to discover tools in machine learning,Nothing,No,Yes,Yes,No,Azure Event Hub,Nothing
2019/07/13 1:36:16 pm GMT+5,30,Female,SmartPM Solutions,Data & Applied Science,Europe,0.5,0.5,Bachelor's degree (3 or 4 year university),Computer Science,no,"interesting job, talents in math and statistics",I analyze product and customer data.;I build predictive models from the data;I communicate results and insights to business leaders,5,2,3,1,4,5,5,3,4,5,5,4,3,4,2,1,5,3,2,5,4,3,1,3,8,8,8,5,1,0,1,1,2,2,,SQL;Python,"cleaning the data, make the model work more stable and fast ","Computer Science helps me with programming a lot, also maths and statistics that I've learned in the university help me of course a lot in understanding the data and computation of models","my math and statistical background may be too basic, so I had to learn a lot by myself",Yes,No,No,No,I don't know,
2019/07/13 2:10:52 pm GMT+5,22,Male,Univercity of Lampung,Data & Applied Science,Asia: Indonesia,3,1,Bachelor's degree (3 or 4 year university),Computer Science,"yes, i have. workshop ICASMI INDONESIA, BEKRAF entrepreneurs INDONESIA. SAP analysis","because, i hobby.","I analyze product and customer data.;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I manage one or more data scientists",3,4,4,5,4,4,4,4,4,3,4,3,4,4,4,4,5,4,4,4,3,4,3,4,3,5,4,3,3,5,4,3,5,10,,R;Matlab;SQL;Excel;Azure ML;Python,"can give data useful, for interests all people. And because hobby coding and analysis data."," i am with a computer science background and it will help in programming, and bacground faculty matematica and natural Sciences, and i am happy to analyze raw data for campus.",no problem in your job.,Yes,Yes,Yes,Yes,Other:,"sharing, network, and observation"
2019/07/13 2:37:20 pm GMT+5,24,Male,Not yet,Data & Applied Science,Asia: India,1,1,Master's Degree (graduate degree),Computer Science,No,It have huge challenging opportunitys,I build predictive models from the data,2,2,1,1,2,4,2,2,1,4,3,2,3,1,2,1,3,2,1,2,2,2,5,5,10,10,7,5,10,0,0,0,10,5,,Matlab;SQL;Excel,Deployments,Building predicative models,Deployment,No,No,No,No,I don't know,
2019/07/13 4:45:53 pm GMT+5,19,Male,MLAIT,Software Engineering.,Asia: India,1,2,Bachelor's degree (3 or 4 year university),Computer Science,DevFest18,Because it's the most trending and challenging field.,I analyze product and customer data.,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,Nothing,"Matlab;SQL;Azure ML;C, C++, C#",Computation,Background with Math and CS helps you a lot,I am familiar with different things ,No,No,No,Yes,I don't know,Good Survey
2019/07/13 5:30:37 pm GMT+5,19,Male,None,Data & Applied Science,Africa,0,0,Secondary school degree (high school) or less,Information Technology,No,"At the pace at which data is growing everyday, I can't wait to see the new findings and insights we can derive from them and I choose this also because I know it would be very challenging.",I analyze product and customer data.;I build predictive models from the data,3,1,1,1,2,4,5,4,2,4,4,3,1,2,2,2,4,2,1,3,4,3,1,4,4,8,8,4,1,1,1,2,6,4,None,R;SQL;Excel;Python,"Tweaking machine learning algorithms on how to best fit to data I give it and also, choosing the best algorithm for the job.","I am with an IT background and it will help in programming, data visualization skills and communication skills.",I am an IT student and I face difficulty in the advanced math aspect of been a data scientist,Yes,No,No,Yes,I don't know,By reducing the number of questions will do.
2019/07/13 7:25:06 pm GMT+5,23,Male,vistannextgen,Data & Applied Science,Asia: India,1,1,Bachelor's degree (3 or 4 year university),Engineering,Data science,I like this field,"I analyze product and customer data.;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I add logging code or other instrumentation to a system to collect the data required for my analysis",3,1,1,1,1,3,3,2,1,3,3,3,1,1,1,1,1,1,1,1,1,3,5,3,3,2,2,1,2,1,2,2,10,2,No,R;SQL;Excel;Azure ML;python,Cnn,"There is a subject in my acadamics that's pattern recognition and applications , that's where , i decided to choose data science",na,,,,,I don't know,
2019/07/14 12:57:24 am GMT+5,21,Male,None,Data & Applied Science,Africa,0,1,Bachelor's degree (3 or 4 year university),Mathematics or Applied Mathematics,None,Just because this is the new oil for these days.,I analyze product and customer data.;I build predictive models from the data,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,0,0,0,72,0,56,72,0,0,57,72,48,,"R;SPSS;Matlab;SQL;Excel;Office BI;Azure ML;C, C++, C#",Lot of charge,Mathematics and jnformatics,Difficulty in programming,Don't Know,Don't Know,Don't Know,Don't Know,Other:,
2019/07/14 8:42:03 am GMT+5,25,Male,Fido MicroCredit,Data & Applied Science,Africa,2,2,Bachelor's degree (3 or 4 year university),Physics Sciences,indabaxghana,"After studying and doing research in the computational and theoretical for 4 year. I thought of a field were I could apply my mathematical, programming and research skills to work. That is when I read about that science and saw I could improve my skills  and apply it to this field instead of teaching physics or focusing on advancing my degree as my colleagues did. From the very first data I analysed till now,  the love and passion I develop has grown and I love what I do. ",I analyze product and customer data.;I build predictive models from the data;I communicate results and insights to business leaders,2,1,2,1,3,4,4,1,2,5,5,4,4,5,2,1,2,2,3,5,3,5,6,0,22,23,0,12,15,2,0,5,10,6,,R;SQL;Excel;Office BI;Python,Getting data from various third party platforms.,I am physics grad and it help me understand Machine Learning models and how to implement them. ,I am a physics grad and find it difficult when working with finance department on projects budgeting and procurement. ,Yes,Yes,No,No,I don't know,
2019/07/14 10:16:23 pm GMT+5,40,Male,DHL,Software Engineering.,Europe,15,4,Master's Degree (graduate degree),Computer Science,Last one I attended was on Event storming,The world is now all about inferring from data,I build data engineering platforms to collect and process a large quantity of data,5,3,2,3,4,2,3,3,2,4,3,2,4,2,3,1,5,2,3,1,2,2,10,20,10,5,1,1,10,20,10,2,1,5,,"SQL;Excel;Swift,Python ",Tight deadlines,"Logical, abstract thinking, pattern recognition, automation of the process","I am an analyst, in software development - no mismatch",Yes,No,No,Yes,I don't know,
2019/07/16 1:12:43 pm GMT+5,27,Male,IBM,Data & Applied Science,Asia: Pakistan,7,5,Bachelor's degree (3 or 4 year university),Computer Science,Yes.,Dream,"I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists",5,5,5,5,5,4,5,3,2,5,2,3,5,4,4,5,5,5,5,5,4,5,0,10,10,10,10,8,8,10,10,10,10,0,,"Visual Studio, Jupiter Notebook",Lack of Communication.,"I've done projects in Data Science during studies, that helped me in performing tasks in current role.",Lack of communication create lot of issues while performing daily tasks.,Yes,Yes,Yes,Yes,,Please ask precise and essential things only.
2019/07/16 2:59:36 pm GMT+5,24,Male,IBM,Data & Applied Science,Asia: Pakistan,1,3,Bachelor's degree (3 or 4 year university),Computer Science,No,I am very good at mathematics so this field suits me,I analyze product and customer data.;I build predictive models from the data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists,2,1,1,3,3,1,2,3,2,1,1,2,3,2,2,3,1,3,3,1,2,2,2,3,4,5,5,1,5,6,3,1,0,0,,"SPSS;SQL;Excel;C, C++, C#;Python",Data cleansing and finding rich dataset is biggest problem in data science,I am computer science graduate and I have couple of research projects experience in data science,Sometimes I feel problem in data cleansing as it's laborious,Yes,No,Yes,Yes,I don't know,
2019/07/17 1:57:25 pm GMT+5,30,Male,Telenor Pakistan,Data & Applied Science,Asia: Pakistan,8,7,Bachelor's degree (3 or 4 year university),Engineering,ALOT,"I Feel entertained while doing my job and finding hidden insights from the data, Besides its also a top salary job",I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I communicate results and insights to business leaders;I manage one or more data scientists,4,3,3,3,4,4,5,3,3,5,4,4,3,2,3,4,5,3,1,2,3,5,10,3,20,4,2,3,3,2,7,9,5,1,no,"SQL;SAS, Python",NIL,I am a with a Computer engineer background and it helped me in programming and calculas ,NIL,Yes,Yes,Don't Know,No,I don't know,
2019/07/17 2:06:38 pm GMT+5,27,Male,Telenor,Data & Applied Science,Asia: Pakistan,4,3,Bachelor's degree (3 or 4 year university),Computer Science,No,Because I love playing with data,I analyze product and customer data.,4,4,3,4,3,1,1,2,2,4,4,3,3,3,3,2,4,3,4,4,4,4,14,0,3,2,0,0,0,0,0,0,0,0,0,Excel,none,none,none,No,No,Yes,No,,
2019/07/17 2:13:50 pm GMT+5,27,Male,Telenor,Data & Applied Science,Asia: Pakistan,5,4,Bachelor's degree (3 or 4 year university),Engineering,No,It pays the bills,I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders,4,1,2,2,4,3,4,3,3,3,3,4,4,4,3,3,3,2,3,3,4,4,15,5,20,3,0,5,6,3,4,0,3,2,0,SQL;Excel;Office BI;SAS,Data uniformity,Engineering makes you problem orientated,Business problems,Yes,Yes,Yes,No,I don't know,
2019/07/17 2:18:01 pm GMT+5,29,Male,Telenor,Data & Applied Science,Asia: Pakistan,7,4,Bachelor's degree (3 or 4 year university),Commerce,No,Career oriented choice,"I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I communicate results and insights to business leaders",4,2,3,4,4,4,5,2,4,3,4,4,3,4,2,3,4,3,2,4,3,5,8,4,8,12,3,3,2,2,3,5,2,3,,"R;Matlab;SQL;python, spark ML, Teradata",Understanding business need.,Education background did not help me.,I have business background and learning to code.,Yes,Yes,Yes,Yes,I don't know,less questions
2019/07/17 2:41:13 pm GMT+5,23,Male,IRIT,Data & Applied Science,Europe,0.5,0.5,Master's Degree (graduate degree),Engineering,None.,To participate in meeting the environmental challenges we face with the most appropriate and powerful tools.,I build predictive models from the data,2,1,2,1,2,5,3,1,4,5,4,4,2,2,1,3,2,1,1,3,1,2,2,0,10,3,10,10,3,0,0,0,0,0,,"R;Python (scikit-learn etc, pytorch)","Learn how to use a new soft, required by client.","From a French Engineering school, I had a lot of Maths and Physics, it helps me understanding the subtleties picked by different algorithms.","Being from Maths and Physics background, I face some difficulties in programming, starting from zero.",No,No,No,No,I don't know,
2019/07/17 2:49:22 pm GMT+5,26,Male,Not working in any company,Data & Applied Science,Asia: Pakistan,0,1,Bachelor's degree (3 or 4 year university),Computer Science,"Python, NLP",Data science is the future. ,I analyze product and customer data.;I build predictive models from the data;I add logging code or other instrumentation to a system to collect the data required for my analysis,3,3,3,1,2,1,1,5,4,5,4,3,4,2,2,2,3,1,1,2,4,4,10,10,10,10,10,10,10,10,10,15,10,5,,"Matlab;SQL;Excel;C, C++, C#;Python",Handling big and miss leading data,It will help a lot. It helps to solve problems and make things easier. ,"Nothing is difficult, until you think it is difficult. ",Yes,Yes,Yes,Yes,I don't know,
2019/07/18 1:03:20 pm GMT+5,23,Male,IBM,Data & Applied Science,Asia: Pakistan,2.5,0.5,Bachelor's degree (3 or 4 year university),Engineering,No,It was the buzzword then. Plus I was interested in using statistical techniques to extract information. ,None of the above,3,5,2,2,4,2,3,5,2,4,5,4,2,3,2,2,5,1,3,3,3,3,15,0,25,15,0,12,10,7,0,0,0,20,,SPSS;SQL;Excel;Python ,Data collection is the most challenging ,My computer engineering background gives me a solid base for statistics and programming. And how to combine them. ,Visualisation of information is challenging for me ,Yes,No,No,Yes,I don't know,
2019/07/23 6:38:07 am GMT+5,54,Male,AT&T,Data & Applied Science,United States,30,15,PhD (graduate degree),Engineering,H2O,Solving Advanced Problems In Telecom ,"I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists",3,1,2,4,5,3,4,4,3,4,4,4,4,4,3,3,3,4,2,5,2,4,1,5,5,10,10,3,2,1,0.5,0.5,1,1,,R;Matlab;SQL;Excel;Office BI;Azure ML;python,getting data ,engineering/problem solving ,getting data ,Yes,No,Yes,Yes,Other:,
2019/07/25 8:10:53 pm GMT+5,24,Female,AI Tech Systems,Data & Applied Science,Asia: India,3,3,Bachelor's degree (3 or 4 year university),Engineering,Not yet. I am planning to attend 30th July and 31st July,I love to play with data as a Data Scientist.,I analyze product and customer data.,1,2,1,1,1,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,30,15,30,30,30,30,30,30,30,30,30,30,,R;SQL;Python,"When loading of data, I faced lot of challenges.","Yes, I used MatLab that i used in my Electrical Engineering.","I am Machine Learning Engineer,I faced difficulty in writing algorithms.",Yes,Yes,Yes,Yes,I don't know,
2019/08/08 4:18:12 pm GMT+5,35,Male,Honeywell,Data & Applied Science,Asia: India,12,4,Bachelor's degree (3 or 4 year university),Statistics,no,to solve real world problems,I analyze product and customer data.;I build predictive models from the data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists,5,5,5,5,1,1,1,5,5,1,5,1,5,5,1,5,1,1,5,1,1,1,3,1,4,10,4,3,2,4,2,2,2,1,none,"R;Matlab;SQL;Excel;Office BI;R, Python, Tableau",Determining the Data quality and data use,I am with a computer science knowledge with statistical knowledge in finance industry with demonstrated Financial Analysis implemented in my current organization.,"I am a finance guy, face difficulty in Maths",Yes,No,Yes,Yes,Other:,I didn't have ans
2019/08/21 12:31:29 pm GMT+5,27,Male,CreteSol,Data & Applied Science,Asia: Pakistan,3,3,Master's Degree (graduate degree),Computer Science,No,Love to  play with data,I analyze product and customer data.;I build data engineering platforms to collect and process a large quantity of data;I communicate results and insights to business leaders,3,5,2,5,3,2,2,5,2,2,1,2,2,1,2,1,1,2,1,1,2,1,24,4,5,4,3,1,2,1,0,0,5,7,,R;SQL;Excel;Office BI;Python,Mostly with data cleansing,Sql scripting ,Industrial scenarios are totally different from educational examples,Yes,Yes,Yes,Yes,Azure MDS,
